SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue May 29 13:19:33 EEST 2018
User: CanSEE
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: MAYP11278
Integration Time (usec): 220000 (MAYP11278)
Spectra Averaged: 1 (MAYP11278)
Boxcar Smoothing: 0 (MAYP11278)
Correct for Electrical Dark: No (MAYP11278)
Strobe/Lamp Enabled: No (MAYP11278)
Correct for Detector Non-linearity: No (MAYP11278)
Correct for Stray Light: No (MAYP11278)
Number of Pixels in Processed Spectrum: 2068
>>>>>Begin Processed Spectral Data<<<<<
187.82	2347.00
188.30	2241.00
188.78	2216.00
189.26	2216.00
189.73	3448.00
190.21	3562.00
190.69	3774.00
191.17	3737.00
191.64	3852.00
192.12	3765.00
192.60	3730.00
193.07	3728.00
193.55	3781.00
194.03	3740.00
194.51	3771.00
194.98	3746.00
195.46	3846.00
195.94	3756.00
196.42	3782.00
196.89	3887.00
197.37	3732.00
197.85	3728.00
198.32	3719.00
198.80	3731.00
199.28	3727.00
199.76	3824.00
200.23	3748.00
200.71	3759.00
201.19	3788.00
201.66	3843.00
202.14	3796.00
202.62	3692.00
203.09	3780.00
203.57	3735.00
204.05	3785.00
204.53	3837.00
205.00	3732.00
205.48	3739.00
205.96	3860.00
206.43	3737.00
206.91	3768.00
207.39	3870.00
207.86	3768.00
208.34	3823.00
208.82	3738.00
209.29	3823.00
209.77	3821.00
210.25	3767.00
210.72	3774.00
211.20	3857.00
211.68	3772.00
212.15	3744.00
212.63	3855.00
213.11	3774.00
213.58	3721.00
214.06	3896.00
214.53	3748.00
215.01	3841.00
215.49	3774.00
215.96	3790.00
216.44	3806.00
216.92	3809.00
217.39	3780.00
217.87	3737.00
218.35	3842.00
218.82	3704.00
219.30	3712.00
219.77	3745.00
220.25	3767.00
220.73	3846.00
221.20	3732.00
221.68	3807.00
222.15	3718.00
222.63	3827.00
223.11	3740.00
223.58	3812.00
224.06	3808.00
224.53	3764.00
225.01	3740.00
225.49	3810.00
225.96	3721.00
226.44	3713.00
226.91	3822.00
227.39	3762.00
227.87	3741.00
228.34	3794.00
228.82	3814.00
229.29	3731.00
229.77	3778.00
230.24	3761.00
230.72	3816.00
231.20	3856.00
231.67	3759.00
232.15	3764.00
232.62	3716.00
233.10	3781.00
233.57	3775.00
234.05	3922.00
234.53	3788.00
235.00	3738.00
235.48	3722.00
235.95	3803.00
236.43	3820.00
236.90	3888.00
237.38	3734.00
237.85	3759.00
238.33	3780.00
238.80	3772.00
239.28	3752.00
239.75	3698.00
240.23	3801.00
240.71	3842.00
241.18	3761.00
241.66	3770.00
242.13	3846.00
242.61	3832.00
243.08	3716.00
243.56	3743.00
244.03	3799.00
244.51	3826.00
244.98	3755.00
245.46	3827.00
245.93	5766.00
246.41	3732.00
246.88	3780.00
247.36	3801.00
247.83	3815.00
248.31	3778.00
248.78	3700.00
249.26	3765.00
249.73	3867.00
250.21	3802.00
250.68	3870.00
251.16	3788.00
251.63	3901.00
252.10	3836.00
252.58	3765.00
253.05	3849.00
253.53	3779.00
254.00	3766.00
254.48	3774.00
254.95	3785.00
255.43	3828.00
255.90	3755.00
256.38	3830.00
256.85	3818.00
257.33	3867.00
257.80	3977.00
258.27	3836.00
258.75	3772.00
259.22	3780.00
259.70	3826.00
260.17	3872.00
260.65	3760.00
261.12	3763.00
261.59	3844.00
262.07	3796.00
262.54	3839.00
263.02	3793.00
263.49	3729.00
263.97	3840.00
264.44	3864.00
264.91	3762.00
265.39	3818.00
265.86	3802.00
266.34	3878.00
266.81	3817.00
267.28	3815.00
267.76	3821.00
268.23	3830.00
268.71	3694.00
269.18	3730.00
269.65	3785.00
270.13	3856.00
270.60	3838.00
271.08	3808.00
271.55	3805.00
272.02	3742.00
272.50	3772.00
272.97	3730.00
273.44	3802.00
273.92	3954.00
274.39	3812.00
274.87	3827.00
275.34	3818.00
275.81	3750.00
276.29	3781.00
276.76	3773.00
277.23	3688.00
277.71	3727.00
278.18	3662.00
278.65	3906.00
279.13	3708.00
279.60	3791.00
280.07	4099.00
280.55	4034.00
281.02	4116.00
281.50	3912.00
281.97	3960.00
282.44	3884.00
282.91	3864.00
283.39	3812.00
283.86	3762.00
284.33	3790.00
284.81	3884.00
285.28	3826.00
285.75	3839.00
286.23	3844.00
286.70	3768.00
287.17	3843.00
287.65	3898.00
288.12	3818.00
288.59	3833.00
289.07	3724.00
289.54	3866.00
290.01	3839.00
290.48	3846.00
290.96	3789.00
291.43	3844.00
291.90	3960.00
292.38	3781.00
292.85	3914.00
293.32	3815.00
293.79	3878.00
294.27	3830.00
294.74	3805.00
295.21	3846.00
295.69	3830.00
296.16	3942.00
296.63	3902.00
297.10	3892.00
297.58	3869.00
298.05	3857.00
298.52	3796.00
298.99	3900.00
299.47	3778.00
299.94	3906.00
300.41	3777.00
300.88	3906.00
301.36	3828.00
301.83	3854.00
302.30	3751.00
302.77	3846.00
303.25	3859.00
303.72	3785.00
304.19	3804.00
304.66	3782.00
305.13	3860.00
305.61	3838.00
306.08	3834.00
306.55	3825.00
307.02	3789.00
307.49	3765.00
307.97	3811.00
308.44	3802.00
308.91	3838.00
309.38	3841.00
309.86	3878.00
310.33	3851.00
310.80	3824.00
311.27	3798.00
311.74	3910.00
312.21	3825.00
312.69	3946.00
313.16	3804.00
313.63	3832.00
314.10	3823.00
314.57	3807.00
315.05	3836.00
315.52	3851.00
315.99	3858.00
316.46	3824.00
316.93	3864.00
317.40	3858.00
317.88	3992.00
318.35	3796.00
318.82	3807.00
319.29	3801.00
319.76	3883.00
320.23	3888.00
320.70	3888.00
321.18	3809.00
321.65	3756.00
322.12	3770.00
322.59	3930.00
323.06	3798.00
323.53	3971.00
324.00	3754.00
324.48	3835.00
324.95	3864.00
325.42	3842.00
325.89	3843.00
326.36	3836.00
326.83	3899.00
327.30	3894.00
327.77	3912.00
328.24	3858.00
328.72	3833.00
329.19	3836.00
329.66	3856.00
330.13	3818.00
330.60	3838.00
331.07	3884.00
331.54	3964.00
332.01	3839.00
332.48	3942.00
332.95	3918.00
333.43	3890.00
333.90	3934.00
334.37	3865.00
334.84	3868.00
335.31	4038.00
335.78	3793.00
336.25	3866.00
336.72	3808.00
337.19	3907.00
337.66	3793.00
338.13	3819.00
338.60	3882.00
339.07	3910.00
339.54	3727.00
340.01	3771.00
340.49	3759.00
340.96	3823.00
341.43	3874.00
341.90	3734.00
342.37	3823.00
342.84	3880.00
343.31	3782.00
343.78	3814.00
344.25	3809.00
344.72	3808.00
345.19	3817.00
345.66	3864.00
346.13	3787.00
